,,,,,,,,,,,,,
,,,,,,,,,,,,,
s_coord,East_P,North_P,East_MP,North_MP,Max_speed,All_way_stop,Bus_stop,Right_curb_east,Right_curb_north,Left_curb_east,Left_curb_north,Center_line_east,Center_line_north
46.39391139,-373.1204703,609.1909402,,,5.555555556,0,0,-373.1204703,609.1909402,-373.1204703,609.1909402,-373.1204703,609.1909402
47.03682492,-372.574156,608.8520029,,,5.555555556,0,0,-372.574156,608.8520029,-372.574156,608.8520029,-372.574156,608.8520029
47.68310563,-372.0355262,608.4948521,,,5.555555556,0,0,-372.0355262,608.4948521,-372.0355262,608.4948521,-372.0355262,608.4948521
48.33592762,-371.5131093,608.1033714,,,5.555555556,0,0,-371.5131093,608.1033714,-371.5131093,608.1033714,-371.5131093,608.1033714
48.98131589,-371.0069688,607.7029369,,,5.555555556,0,0,-371.0069688,607.7029369,-371.0069688,607.7029369,-371.0069688,607.7029369
49.62557856,-370.5163039,607.2854175,,,5.555555556,0,0,-370.5163039,607.2854175,-370.5163039,607.2854175,-370.5163039,607.2854175
50.27138963,-370.0407635,606.8484584,,,5.555555556,0,0,-370.0407635,606.8484584,-370.0407635,606.8484584,-370.0407635,606.8484584
50.92763762,-369.5795875,606.3815771,,,5.555555556,0,0,-369.5795875,606.3815771,-369.5795875,606.3815771,-369.5795875,606.3815771
51.57022534,-369.1317656,605.920736,,,5.555555556,0,0,-369.1317656,605.920736,-369.1317656,605.920736,-369.1317656,605.920736
52.20390668,-368.7077288,605.4498381,,,5.555555556,0,0,-368.7077288,605.4498381,-368.7077288,605.4498381,-368.7077288,605.4498381
52.83238266,-368.310303,604.9629759,,,5.555555556,0,0,-368.310303,604.9629759,-368.310303,604.9629759,-368.310303,604.9629759
53.46167663,-367.9349981,604.4578452,,,5.555555556,0,0,-367.9349981,604.4578452,-367.9349981,604.4578452,-367.9349981,604.4578452
54.08217401,-367.5744618,603.9528396,,,5.555555556,0,0,-367.5744618,603.9528396,-367.5744618,603.9528396,-367.5744618,603.9528396
54.7124108,-367.2329798,603.4231336,,,5.555555556,0,0,-367.2329798,603.4231336,-367.2329798,603.4231336,-367.2329798,603.4231336
55.33526555,-366.9057456,602.8931659,,,5.555555556,0,0,-366.9057456,602.8931659,-366.9057456,602.8931659,-366.9057456,602.8931659
55.94725256,-366.5976249,602.3644034,,,5.555555556,0,0,-366.5976249,602.3644034,-366.5976249,602.3644034,-366.5976249,602.3644034
56.57889124,-366.2981973,601.8082464,,,5.555555556,0,0,-366.2981973,601.8082464,-366.2981973,601.8082464,-366.2981973,601.8082464
57.19681677,-366.029383,601.2518556,,,5.555555556,0,0,-366.029383,601.2518556,-366.029383,601.2518556,-366.029383,601.2518556
57.81607011,-365.7805283,600.6848053,,,5.555555556,0,0,-365.7805283,600.6848053,-365.7805283,600.6848053,-365.7805283,600.6848053
58.45285301,-365.5396154,600.0953535,,,5.555555556,0,0,-365.5396154,600.0953535,-365.5396154,600.0953535,-365.5396154,600.0953535
59.08006154,-365.3102131,599.5116026,,,5.555555556,0,0,-365.3102131,599.5116026,-365.3102131,599.5116026,-365.3102131,599.5116026
59.69804264,-365.1005228,598.9302846,,,5.555555556,0,0,-365.1005228,598.9302846,-365.1005228,598.9302846,-365.1005228,598.9302846
60.33333016,-364.9078428,598.3249213,,,5.555555556,0,0,-364.9078428,598.3249213,-364.9078428,598.3249213,-364.9078428,598.3249213
60.95190761,-364.7442615,597.7283652,,,5.555555556,0,0,-364.7442615,597.7283652,-364.7442615,597.7283652,-364.7442615,597.7283652
61.56831226,-364.5991804,597.1292774,,,5.555555556,0,0,-364.5991804,597.1292774,-364.5991804,597.1292774,-364.5991804,597.1292774
62.20089657,-364.4597429,596.5122522,,,5.555555556,0,0,-364.4597429,596.5122522,-364.4597429,596.5122522,-364.4597429,596.5122522
62.83108841,-364.3389461,595.893746,,,5.555555556,0,0,-364.3389461,595.893746,-364.3389461,595.893746,-364.3389461,595.893746
63.45207858,-364.2538308,595.2786166,,,5.555555556,0,0,-364.2538308,595.2786166,-364.2538308,595.2786166,-364.2538308,595.2786166
64.06526105,-364.1899974,594.6687658,,,5.555555556,0,0,-364.1899974,594.6687658,-364.1899974,594.6687658,-364.1899974,594.6687658
64.67122312,-364.1243318,594.0663722,,,5.555555556,0,0,-364.1243318,594.0663722,-364.1243318,594.0663722,-364.1243318,594.0663722
65.26898903,-364.0678096,593.4712845,,,5.555555556,0,0,-364.0678096,593.4712845,-364.0678096,593.4712845,-364.0678096,593.4712845
65.8611679,-364.0459245,592.8795102,,,5.555555556,0,0,-364.0459245,592.8795102,-364.0459245,592.8795102,-364.0459245,592.8795102
66.43688634,-364.0569963,592.3038982,,,5.555555556,0,0,-364.0569963,592.3038982,-364.0569963,592.3038982,-364.0569963,592.3038982
67.01451763,-364.0713508,591.7264453,,,5.555555556,0,0,-364.0713508,591.7264453,-364.0713508,591.7264453,-364.0713508,591.7264453
67.58998182,-364.0849083,591.1511409,,,5.555555556,0,0,-364.0849083,591.1511409,-364.0849083,591.1511409,-364.0849083,591.1511409
68.16105404,-364.1130942,590.5807646,,,5.555555556,0,0,-364.1130942,590.5807646,-364.1130942,590.5807646,-364.1130942,590.5807646
68.73614125,-364.1660828,590.0081238,,,5.555555556,0,0,-364.1660828,590.0081238,-364.1660828,590.0081238,-364.1660828,590.0081238
69.31901471,-364.2396858,589.4299162,,,5.555555556,0,0,-364.2396858,589.4299162,-364.2396858,589.4299162,-364.2396858,589.4299162
69.90795254,-364.3403211,588.8496401,,,5.555555556,0,0,-364.3403211,588.8496401,-364.3403211,588.8496401,-364.3403211,588.8496401
70.50174156,-364.4365723,588.263704,,,5.555555556,0,0,-364.4365723,588.263704,-364.4365723,588.263704,-364.4365723,588.263704
71.09640602,-364.5519004,587.68033,,,5.555555556,0,0,-364.5519004,587.68033,-364.5519004,587.68033,-364.5519004,587.68033
71.68924759,-364.6834837,587.1022756,,,5.555555556,0,0,-364.6834837,587.1022756,-364.6834837,587.1022756,-364.6834837,587.1022756
72.27844588,-364.8326513,586.5322723,,,5.555555556,0,0,-364.8326513,586.5322723,-364.8326513,586.5322723,-364.8326513,586.5322723
72.86919693,-364.9989227,585.9654032,,,5.555555556,0,0,-364.9989227,585.9654032,-364.9989227,585.9654032,-364.9989227,585.9654032
73.45622786,-365.1829588,585.4079662,,,5.555555556,0,0,-365.1829588,585.4079662,-365.1829588,585.4079662,-365.1829588,585.4079662
74.0427992,-365.3686927,584.8515771,,,5.555555556,0,0,-365.3686927,584.8515771,-365.3686927,584.8515771,-365.3686927,584.8515771
74.62917465,-365.5615223,584.2978146,,,5.555555556,0,0,-365.5615223,584.2978146,-365.5615223,584.2978146,-365.5615223,584.2978146
75.20534525,-365.7750402,583.7626672,,,5.555555556,0,0,-365.7750402,583.7626672,-365.7750402,583.7626672,-365.7750402,583.7626672
75.77039633,-366.0053783,583.2466952,,,5.555555556,0,0,-366.0053783,583.2466952,-366.0053783,583.2466952,-366.0053783,583.2466952
76.34271387,-366.2490643,582.7288492,,,5.555555556,0,0,-366.2490643,582.7288492,-366.2490643,582.7288492,-366.2490643,582.7288492
76.92083251,-366.4969746,582.2065834,,,5.555555556,0,0,-366.4969746,582.2065834,-366.4969746,582.2065834,-366.4969746,582.2065834
77.49651487,-366.7547337,581.6918306,,,5.555555556,0,0,-366.7547337,581.6918306,-366.7547337,581.6918306,-366.7547337,581.6918306
78.07522435,-367.0364979,581.186347,,,5.555555556,0,0,-367.0364979,581.186347,-367.0364979,581.186347,-367.0364979,581.186347
78.65626388,-367.3357271,580.688282,,,5.555555556,0,0,-367.3357271,580.688282,-367.3357271,580.688282,-367.3357271,580.688282
79.24128449,-367.6469194,580.1928948,,,5.555555556,0,0,-367.6469194,580.1928948,-367.6469194,580.1928948,-367.6469194,580.1928948
79.82971789,-367.9677124,579.6995939,,,5.555555556,0,0,-367.9677124,579.6995939,-367.9677124,579.6995939,-367.9677124,579.6995939
80.42041646,-368.3019449,579.2125483,,,5.555555556,0,0,-368.3019449,579.2125483,-368.3019449,579.2125483,-368.3019449,579.2125483
81.01146934,-368.6568346,578.7398996,,,5.555555556,0,0,-368.6568346,578.7398996,-368.6568346,578.7398996,-368.6568346,578.7398996
81.60027793,-369.030592,578.284926,,,5.555555556,0,0,-369.030592,578.284926,-369.030592,578.284926,-369.030592,578.284926
82.19504877,-369.414457,577.8306133,,,5.555555556,0,0,-369.414457,577.8306133,-369.414457,577.8306133,-369.414457,577.8306133
82.79518768,-369.8116689,577.3807362,,,5.555555556,0,0,-369.8116689,577.3807362,-369.8116689,577.3807362,-369.8116689,577.3807362
83.39268305,-370.2187568,576.9433803,,,5.555555556,0,0,-370.2187568,576.9433803,-370.2187568,576.9433803,-370.2187568,576.9433803
83.99200474,-370.6442358,576.5212973,,,5.555555556,0,0,-370.6442358,576.5212973,-370.6442358,576.5212973,-370.6442358,576.5212973
84.59291909,-371.080175,576.1077093,,,5.555555556,0,0,-371.080175,576.1077093,-371.080175,576.1077093,-371.080175,576.1077093
85.19438708,-371.5268408,575.7049023,,,5.555555556,0,0,-371.5268408,575.7049023,-371.5268408,575.7049023,-371.5268408,575.7049023
85.79720532,-371.9866968,575.3151302,,,5.555555556,0,0,-371.9866968,575.3151302,-371.9866968,575.3151302,-371.9866968,575.3151302
86.40020902,-372.4619642,574.9440044,,,5.555555556,0,0,-372.4619642,574.9440044,-372.4619642,574.9440044,-372.4619642,574.9440044
87.00948737,-372.9517681,574.5816341,,,5.555555556,0,0,-372.9517681,574.5816341,-372.9517681,574.5816341,-372.9517681,574.5816341
87.61022436,-373.4422485,574.2347712,,,5.555555556,0,0,-373.4422485,574.2347712,-373.4422485,574.2347712,-373.4422485,574.2347712
88.21547358,-373.9431029,573.8949602,,,5.555555556,0,0,-373.9431029,573.8949602,-373.9431029,573.8949602,-373.9431029,573.8949602
88.81947326,-374.4557683,573.5756018,,,5.555555556,0,0,-374.4557683,573.5756018,-374.4557683,573.5756018,-374.4557683,573.5756018
89.42427461,-374.9763395,573.2677214,,,5.555555556,0,0,-374.9763395,573.2677214,-374.9763395,573.2677214,-374.9763395,573.2677214
90.02043996,-375.4942041,572.9723752,,,5.555555556,0,0,-375.4942041,572.9723752,-375.4942041,572.9723752,-375.4942041,572.9723752
90.63183792,-376.0235975,572.6665157,,,5.555555556,0,0,-376.0235975,572.6665157,-376.0235975,572.6665157,-376.0235975,572.6665157
91.23731791,-376.5505379,572.3682878,,,5.555555556,0,0,-376.5505379,572.3682878,-376.5505379,572.3682878,-376.5505379,572.3682878
91.84649213,-377.0869022,572.0794859,,,5.555555556,0,0,-377.0869022,572.0794859,-377.0869022,572.0794859,-377.0869022,572.0794859
92.45853996,-377.6296071,571.7965125,,,5.555555556,0,0,-377.6296071,571.7965125,-377.6296071,571.7965125,-377.6296071,571.7965125
93.06838739,-378.1700065,571.5138777,,,5.555555556,0,0,-378.1700065,571.5138777,-378.1700065,571.5138777,-378.1700065,571.5138777
93.67181387,-378.7019139,571.2289251,,,5.555555556,0,0,-378.7019139,571.2289251,-378.7019139,571.2289251,-378.7019139,571.2289251
94.28004757,-379.2422775,570.9497202,,,5.555555556,0,0,-379.2422775,570.9497202,-379.2422775,570.9497202,-379.2422775,570.9497202
94.89418499,-379.7901915,570.6723125,,,5.555555556,0,0,-379.7901915,570.6723125,-379.7901915,570.6723125,-379.7901915,570.6723125
95.50741357,-380.3364975,570.3937464,,,5.555555556,0,0,-380.3364975,570.3937464,-380.3364975,570.3937464,-380.3364975,570.3937464
96.1158607,-380.8818939,570.1240231,,,5.555555556,0,0,-380.8818939,570.1240231,-380.8818939,570.1240231,-380.8818939,570.1240231
96.73512317,-381.4370335,569.8496037,,,5.555555556,0,0,-381.4370335,569.8496037,-381.4370335,569.8496037,-381.4370335,569.8496037
97.35582814,-381.9977803,569.58345,,,5.555555556,0,0,-381.9977803,569.58345,-381.9977803,569.58345,-381.9977803,569.58345
97.9788111,-382.5584478,569.3118627,,,5.555555556,0,0,-382.5584478,569.3118627,-382.5584478,569.3118627,-382.5584478,569.3118627
98.6089125,-383.1222148,569.0304474,,,5.555555556,0,0,-383.1222148,569.0304474,-383.1222148,569.0304474,-383.1222148,569.0304474
99.23618455,-383.6834356,568.7502664,,,5.555555556,0,0,-383.6834356,568.7502664,-383.6834356,568.7502664,-383.6834356,568.7502664
99.84307748,-384.2286019,568.4835966,,,5.555555556,0,0,-384.2286019,568.4835966,-384.2286019,568.4835966,-384.2286019,568.4835966
100.4674823,-384.7891383,568.2084962,,,5.555555556,0,0,-384.7891383,568.2084962,-384.7891383,568.2084962,-384.7891383,568.2084962
101.0902697,-385.3437723,567.9252201,,,5.555555556,0,0,-385.3437723,567.9252201,-385.3437723,567.9252201,-385.3437723,567.9252201
101.7112851,-385.8969353,567.6429599,,,5.555555556,0,0,-385.8969353,567.6429599,-385.8969353,567.6429599,-385.8969353,567.6429599
102.323101,-386.440807,567.3627417,,,5.555555556,0,0,-386.440807,567.3627417,-386.440807,567.3627417,-386.440807,567.3627417
102.937308,-386.9869281,567.0816688,,,5.555555556,0,0,-386.9869281,567.0816688,-386.9869281,567.0816688,-386.9869281,567.0816688
103.5530296,-387.5350555,566.801188,,,5.555555556,0,0,-387.5350555,566.801188,-387.5350555,566.801188,-387.5350555,566.801188
104.168159,-388.0858015,566.5272118,,,5.555555556,0,0,-388.0858015,566.5272118,-388.0858015,566.5272118,-388.0858015,566.5272118
104.7837565,-388.6361584,566.2514083,,,5.555555556,0,0,-388.6361584,566.2514083,-388.6361584,566.2514083,-388.6361584,566.2514083
105.3944001,-389.1826966,565.9790452,,,5.555555556,0,0,-389.1826966,565.9790452,-389.1826966,565.9790452,-389.1826966,565.9790452
106.0114891,-389.7367262,565.7072917,,,5.555555556,0,0,-389.7367262,565.7072917,-389.7367262,565.7072917,-389.7367262,565.7072917
106.6301252,-390.2963852,565.4436774,,,5.555555556,0,0,-390.2963852,565.4436774,-390.2963852,565.4436774,-390.2963852,565.4436774
107.2541582,-390.8606562,565.17719,,,5.555555556,0,0,-390.8606562,565.17719,-390.8606562,565.17719,-390.8606562,565.17719
107.8771385,-391.4226649,564.9083953,,,5.555555556,0,0,-391.4226649,564.9083953,-391.4226649,564.9083953,-391.4226649,564.9083953
108.4913389,-391.9805985,564.6515837,,,5.555555556,0,0,-391.9805985,564.6515837,-391.9805985,564.6515837,-391.9805985,564.6515837
109.0960602,-392.5312602,564.4016647,,,5.555555556,0,0,-392.5312602,564.4016647,-392.5312602,564.4016647,-392.5312602,564.4016647
109.6956098,-393.0770577,564.1535421,,,5.555555556,0,0,-393.0770577,564.1535421,-393.0770577,564.1535421,-393.0770577,564.1535421
110.2947739,-393.6216361,563.9036783,,,5.555555556,0,0,-393.6216361,563.9036783,-393.6216361,563.9036783,-393.6216361,563.9036783
110.8893069,-394.1609847,563.6535331,,,5.555555556,0,0,-394.1609847,563.6535331,-394.1609847,563.6535331,-394.1609847,563.6535331
111.4846992,-394.7016971,563.40429,,,5.555555556,0,0,-394.7016971,563.40429,-394.7016971,563.40429,-394.7016971,563.40429
112.0859219,-395.2505907,563.1589645,,,5.555555556,0,0,-395.2505907,563.1589645,-395.2505907,563.1589645,-395.2505907,563.1589645
112.6924769,-395.8036627,562.9099256,,,5.555555556,0,0,-395.8036627,562.9099256,-395.8036627,562.9099256,-395.8036627,562.9099256
113.2988092,-396.3641424,562.6786223,,,5.555555556,0,0,-396.3641424,562.6786223,-396.3641424,562.6786223,-396.3641424,562.6786223
113.913684,-396.9356547,562.4518079,,,5.555555556,0,0,-396.9356547,562.4518079,-396.9356547,562.4518079,-396.9356547,562.4518079
114.529136,-397.5125557,562.2374102,,,5.555555556,0,0,-397.5125557,562.2374102,-397.5125557,562.2374102,-397.5125557,562.2374102
115.1531196,-398.0999075,562.02676,,,5.555555556,0,0,-398.0999075,562.02676,-398.0999075,562.02676,-398.0999075,562.02676
115.7709454,-398.688123,561.8377861,,,5.555555556,0,0,-398.688123,561.8377861,-398.688123,561.8377861,-398.688123,561.8377861
116.3983904,-399.2913966,561.6653096,,,5.555555556,0,0,-399.2913966,561.6653096,-399.2913966,561.6653096,-399.2913966,561.6653096
117.0324603,-399.9050891,561.5058536,,,5.555555556,0,0,-399.9050891,561.5058536,-399.9050891,561.5058536,-399.9050891,561.5058536
117.6824876,-400.5405044,561.368803,,,5.555555556,0,0,-400.5405044,561.368803,-400.5405044,561.368803,-400.5405044,561.368803
