,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S_coordinate,East_P,North_P,East_MP,North_MP,Max_speed,Max_Speed_MP,All_way_stop,Bus_stop,Speed_bump,Ped_crossing,Left_curb_east,Left_curb_north,Right_curb_east,Right_curb_north,Bus_stop_line_east,Bus_stop_line_north,Center_line_east,Center_line_north,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,PI1_1_x,PI1_1_y,PI1_2_x,PI1_2_y,PI2_1_x,PI2_1_y,PI2_2_x,PI2_2_y
17.5907288173,11.1387649836,-13.3334052749,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,16.3572785302,-9.144794038,6.3467759348882,-17.4132817125952,6.3467759348882,-17.4132817125952,12.7362960444,-11.4575404574,-12.7041677132,-16.1003278774,42.805238777,-32.4787553397,-1.0,-1.0,9.6176021737,-29.8151922086,7.459586073,-25.5299811837,13.4637637099,-27.2706325715,8.822433452,-29.4733389952
18.3730465816,11.652474404,-13.9234253727,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,16.3572785302,-9.144794038,7.07020528524122,-18.2952598095844,7.07020528524122,-18.2952598095844,13.2437954834,-12.087179017,-12.7041677132,-16.1003278774,42.805238777,-32.4787553397,-1.0,-1.0,9.6176021737,-29.8151922086,7.459586073,-25.5299811837,13.4637637099,-27.2706325715,8.822433452,-29.4733389952
19.1453585905,12.1628229422,-14.5030892482,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,17.123202417,-9.9866610759,11.9571639041619,-20.4745807764634,11.9571639041619,-20.4745807764634,13.7941255329,-12.715061801,-12.7041677132,-16.1003278774,42.805238777,-32.4787553397,-1.0,-1.0,9.6176021737,-29.8151922086,7.459586073,-25.5299811837,13.4637637099,-27.2706325715,8.822433452,-29.4733389952
19.9251949908,12.6783111691,-15.0882530706,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,17.8891263037,-10.8285281137,11.9571639041619,-20.4745807764634,11.9571639041619,-20.4745807764634,14.3369385629,-13.3373094156,-12.7041677132,-16.1003278774,42.805238777,-32.4787553397,-1.0,-1.0,9.6176021737,-29.8151922086,7.459586073,-25.5299811837,13.4637637099,-27.2706325715,8.822433452,-29.4733389952
20.7039268153,13.1955711122,-15.6703745406,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,17.8891263037,-10.8285281137,11.9571639041619,-20.4745807764634,11.9571639041619,-20.4745807764634,14.8973453707,-13.9621324718,-12.7041677132,-16.1003278774,42.805238777,-32.4787553397,-1.0,-1.0,9.6176021737,-29.8151922086,7.459586073,-25.5299811837,13.4637637099,-27.2706325715,8.822433452,-29.4733389952
21.4751803056,13.7107201808,-16.2443548394,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,18.6550501905,-11.6703951516,11.9571639041619,-20.4745807764634,11.9571639041619,-20.4745807764634,15.4442290632,-14.5749536522,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,9.6176021737,-29.8151922086,7.459586073,-25.5299811837,13.4637637099,-27.2706325715,8.822433452,-29.4733389952
22.2432883296,14.22904176,-16.8112169718,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,19.4209740772,-12.5122621894,13.1510283015858,-20.9207625194237,13.1510283015858,-20.9207625194237,15.9729563628,-15.2041672528,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,9.6176021737,-29.8151922086,7.459586073,-25.5299811837,13.4637637099,-27.2706325715,8.822433452,-29.4733389952
23.0046202382,14.7282776471,-17.3860124173,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,19.4209740772,-12.5122621894,13.1510283015858,-20.9207625194237,13.1510283015858,-20.9207625194237,16.2480912393,-15.5143710083,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,9.6176021737,-29.8151922086,7.459586073,-25.5299811837,13.4637637099,-27.2706325715,8.822433452,-29.4733389952
23.7717454351,15.2425497584,-17.9552270193,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,20.186897964,-13.3541292273,14.3448926990098,-21.3669442623841,14.3448926990098,-21.3669442623841,16.8182092343,-16.1123881706,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,9.6176021737,-29.8151922086,7.459586073,-25.5299811837,13.4637637099,-27.2706325715,8.822433452,-29.4733389952
24.5399732919,15.7619238741,-18.5212875884,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,20.9528218507,-14.1959962651,14.3448926990098,-21.3669442623841,14.3448926990098,-21.3669442623841,17.3940116055,-16.7123908859,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,19.3639692793,-39.7630637332,13.6064674548,-27.9025550872,13.4637637099,-27.2706325715,8.822433452,-29.4733389952
25.3045920292,16.2766041346,-19.0867485004,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,20.9528218507,-14.1959962651,15.5387570964337,-21.8131260053444,15.5387570964337,-21.8131260053444,17.9611604114,-17.3160913392,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,19.3639692793,-39.7630637332,13.6064674548,-27.9025550872,13.4637637099,-27.2706325715,8.822433452,-29.4733389952
26.069324112,16.7795048921,-19.6628613248,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,21.7187457375,-15.0378633029,15.5387570964337,-21.8131260053444,15.5387570964337,-21.8131260053444,18.5039784956,-17.9363633,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,19.3639692793,-39.7630637332,13.6064674548,-27.9025550872,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
26.8340892403,17.2921168045,-20.2303952258,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,22.4846696242,-15.8797303408,16.7326214938576,-22.2593077483048,16.7326214938576,-22.2593077483048,19.0365997629,-18.5718256206,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,19.3639692793,-39.7630637332,13.6064674548,-27.9025550872,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
27.6113516447,17.8115995566,-20.8085600082,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,22.4846696242,-15.8797303408,16.7326214938576,-22.2593077483048,16.7326214938576,-22.2593077483048,19.5977632672,-19.1716273366,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,19.3639692793,-39.7630637332,13.6064674548,-27.9025550872,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
28.3972346183,18.3365530266,-21.3933983641,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,23.250593511,-16.7215973786,16.7326214938576,-22.2593077483048,16.7326214938576,-22.2593077483048,19.8999035898,-19.4533904845,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,19.3639692793,-39.7630637332,13.6064674548,-27.9025550872,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
29.1971247863,18.8693504849,-21.9900147812,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,24.0165173977,-17.5634644165,17.5844792703145,-23.1327134076878,17.5844792703145,-23.1327134076878,20.4887810045,-20.0357539609,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,19.3639692793,-39.7630637332,13.6064674548,-27.9025550872,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
30.0039988772,19.3945554874,-22.6025549872,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,24.7824412845,-18.4053314543,18.4363370467714,-24.0061190670709,18.4363370467714,-24.0061190670709,21.0607539329,-20.6330439552,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,19.3639692793,-39.7630637332,13.6064674548,-27.9025550872,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
30.8242145987,19.9321176782,-23.2220553672,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,24.7824412845,-18.4053314543,18.4363370467714,-24.0061190670709,18.4363370467714,-24.0061190670709,21.6269391817,-21.2400725262,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,19.3639692793,-39.7630637332,13.6064674548,-27.9025550872,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
31.6278999347,20.4715470804,-23.8178120619,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,25.7216687797,-19.4108793699,19.2881948232283,-24.879524726454,19.2881948232283,-24.879524726454,22.194950949,-21.8332556188,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,19.3639692793,-39.7630637332,13.6064674548,-27.9025550872,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
32.4395042363,21.0150526994,-24.4205584303,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,25.7216687797,-19.4108793699,20.1400525996851,-25.7529303858371,20.1400525996851,-25.7529303858371,22.7689965472,-22.4104115163,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,19.3639692793,-39.7630637332,13.6064674548,-27.9025550872,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
33.2515131566,21.557124507,-25.0251381537,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,26.6608962749,-20.4164272856,20.1400525996851,-25.7529303858371,20.1400525996851,-25.7529303858371,23.3099475346,-23.0184061004,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,19.3639692793,-39.7630637332,13.6064674548,-27.9025550872,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
34.0724679673,22.1032708145,-25.6380745387,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,27.6001237701,-21.4219752012,20.991910376142,-26.6263360452201,20.991910376142,-26.6263360452201,23.8453382749,-23.6324871944,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,19.3639692793,-39.7630637332,13.6064674548,-27.9025550872,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
34.8893523268,22.6561839569,-26.239395679,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,27.6001237701,-21.4219752012,21.8437681525989,-27.4997417046032,21.8437681525989,-27.4997417046032,24.4099942285,-24.2412691743,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,19.3639692793,-39.7630637332,13.6064674548,-27.9025550872,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
35.6979841152,23.2081805969,-26.8303145217,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,28.5393512653,-22.4275231168,21.8437681525989,-27.4997417046032,21.8437681525989,-27.4997417046032,24.9767411671,-24.8340018781,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,19.3639692793,-39.7630637332,13.6064674548,-27.9025550872,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
36.5118445707,23.7654055741,-27.42350013,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,28.5393512653,-22.4275231168,22.6233465540662,-28.3340043679994,22.6233465540662,-28.3340043679994,25.5323602201,-25.4344543346,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,19.3639692793,-39.7630637332,13.6064674548,-27.9025550872,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
37.3257745116,24.3281527146,-28.0115457103,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,29.4785787606,-23.4330710324,23.4029249555335,-29.1682670313956,23.4029249555335,-29.1682670313956,26.118311933,-26.010858198,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,19.3639692793,-39.7630637332,13.6064674548,-27.9025550872,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
38.1403849034,24.8802721539,-28.6105066566,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,29.4785787606,-23.4330710324,24.1825033570008,-30.0025296947918,24.1825033570008,-30.0025296947918,26.6978912359,-26.5918479443,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,19.3639692793,-39.7630637332,13.6064674548,-27.9025550872,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
38.9604670965,25.4438396036,-29.2062637657,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,30.5092595024,-24.4775233999,24.1825033570008,-30.0025296947918,24.1825033570008,-30.0025296947918,27.2688621919,-27.1908208392,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,19.3639692793,-39.7630637332,13.6064674548,-27.9025550872,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
39.7857636165,26.0118737005,-29.8049720507,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,30.5092595024,-24.4775233999,24.9620817584682,-30.8367923581879,24.9620817584682,-30.8367923581879,27.7953603714,-27.8106455518,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,27.2564004686,-46.1648975394,23.121922425,-37.9470416364,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
40.6141400148,26.5813641247,-30.4065434216,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,31.5399402443,-25.5219757673,25.7416601599355,-31.6710550215841,25.7416601599355,-31.6710550215841,28.3518067025,-28.4049386932,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,27.2564004686,-46.1648975394,23.121922425,-37.9470416364,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
41.4557358416,27.1657274592,-31.0121860793,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,32.5706209861,-26.5664281348,25.7416601599355,-31.6710550215841,25.7416601599355,-31.6710550215841,28.9153523525,-28.9977696271,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,27.2564004686,-46.1648975394,23.121922425,-37.9470416364,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
42.2998335249,27.7503852749,-31.6210178602,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,32.5706209861,-26.5664281348,26.5212385614028,-32.5053176849803,26.5212385614028,-32.5053176849803,29.4887855818,-29.5736012208,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,27.2564004686,-46.1648975394,23.121922425,-37.9470416364,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
43.1641476111,28.3471296264,-32.2462658258,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,33.601301728,-27.6108805022,27.3008169628702,-33.3395803483765,27.3008169628702,-33.3395803483765,30.0692551095,-30.1477856226,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,27.2564004686,-46.1648975394,23.121922425,-37.9470416364,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
44.0497049556,28.9573380395,-32.8880270766,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,34.4211081904,-28.4692101415,28.0803953643375,-34.1738430117726,28.0803953643375,-34.1738430117726,30.6360594888,-30.73177086,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,27.2564004686,-46.1648975394,23.121922425,-37.9470416364,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
44.962123155,29.5938060535,-33.5417972486,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,34.4211081904,-28.4692101415,28.8599737658048,-35.0081056751688,28.8599737658048,-35.0081056751688,31.4593915107,-31.6294200561,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,27.2564004686,-46.1648975394,23.121922425,-37.9470416364,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
45.899211902,30.2468953039,-34.2138164081,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,35.2409146528,-29.3275397807,28.8599737658048,-35.0081056751688,28.8599737658048,-35.0081056751688,32.0196549072,-32.2193232146,42.805238777,-32.4787553397,-1.0,-1.0,-1.0,-1.0,27.2564004686,-46.1648975394,23.121922425,-37.9470416364,31.4992522138,-43.7533705147,26.7828194495,-46.0062138206
