,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S_coordinate,East_P,North_P,East_MP,North_MP,Max_speed,Max_Speed_MP,All_way_stop,Bus_stop,Speed_bump,Ped_crossing,Left_curb_east,Left_curb_north,Right_curb_east,Right_curb_north,Bus_stop_line_east,Bus_stop_line_north,Center_line_east,Center_line_north,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,PI1_1_x,PI1_1_y,PI1_2_x,PI1_2_y,PI2_1_x,PI2_1_y,PI2_2_x,PI2_2_y
766.816302813,-6.4883939852,-627.801428381,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-0.9215579505,-634.909295469,-7.84355865914027,-626.700690640338,-7.84355865914027,-626.700690640338,-4.3648323215,-628.2321669244,-3.9473468677,-644.9816838904,-18.4498020479,-626.9331540097,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
767.79642154,-6.829761183,-628.72017816,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-0.9215579505,-634.909295469,-8.2681434299972,-627.845726461174,-8.2681434299972,-627.845726461174,-4.646704401,-628.9976785307,-3.9473468677,-644.9816838904,-18.4498020479,-626.9331540097,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
768.773075394,-7.1579427954,-629.640042052,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-0.9215579505,-634.909295469,-8.69272820085413,-628.990762282009,-8.69272820085413,-628.990762282009,-5.0614465258,-630.1476570767,-3.9473468677,-644.9816838904,-18.4498020479,-626.9331540097,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
769.749425053,-7.4856733767,-630.55974381,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-0.9215579505,-634.909295469,-9.11731297171105,-630.135798102844,-9.11731297171105,-630.135798102844,-5.3135285228,-630.9344772798,-21.6703897213,-669.8928289008,-3.9473468677,-644.9816838904,-18.4498020479,-626.9331540097,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
770.730894653,-7.8286830662,-631.479323566,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-1.7744252906,-636.187819776,-9.54189774256798,-631.280833923679,-9.54189774256798,-631.280833923679,-5.7050066522,-632.1088099355,-21.6703897213,-669.8928289008,-3.9473468677,-644.9816838904,-18.4498020479,-626.9331540097,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
771.708215942,-8.1613484896,-632.398285273,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-1.7744252906,-636.187819776,-9.54189774256798,-631.280833923679,-9.54189774256798,-631.280833923679,-5.9789362927,-632.8907947481,-21.6703897213,-669.8928289008,-3.9473468677,-644.9816838904,-18.4498020479,-626.9331540097,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
772.680032863,-8.4904213445,-633.312691738,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-2.6272926306,-637.4663440831,-9.96648251342491,-632.425869744515,-9.96648251342491,-632.425869744515,-6.2336282824,-633.6601939418,-21.6703897213,-669.8928289008,-3.9473468677,-644.9816838904,-18.4498020479,-626.9331540097,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
773.662453243,-8.8299765077,-634.234565968,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-2.6272926306,-637.4663440831,-10.3910672842818,-633.57090556535,-10.3910672842818,-633.57090556535,-6.5885103582,-634.8557851882,-21.6703897213,-669.8928289008,-3.9473468677,-644.9816838904,-18.4498020479,-626.9331540097,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
774.643372176,-9.184320043,-635.149247667,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-2.6272926306,-637.4663440831,-10.8156520551388,-634.715941386185,-10.8156520551388,-634.715941386185,-6.838597117,-635.6396540096,-21.6703897213,-669.8928289008,-3.9473468677,-644.9816838904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
775.624869752,-9.5311957364,-636.067406012,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-3.0569417248,-638.5780408681,-11.2402368259957,-635.86097720702,-11.2402368259957,-635.86097720702,-7.2456986983,-636.8091328679,-21.6703897213,-669.8928289008,-3.9473468677,-644.9816838904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
776.594321426,-9.8675430411,-636.976640326,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-3.4865908191,-639.6897376531,-11.2402368259957,-635.86097720702,-11.2402368259957,-635.86097720702,-7.5028351321,-637.6129273551,-21.6703897213,-669.8928289008,-3.9473468677,-644.9816838904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
777.566667924,-10.2195638472,-637.883028247,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-3.9162399133,-640.801434438,-11.6648215968526,-637.006013027856,-11.6648215968526,-637.006013027856,-7.7546636476,-638.4163807136,-21.6703897213,-669.8928289008,-3.9473468677,-644.9816838904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
778.530003357,-10.5525482844,-638.786984286,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-3.9162399133,-640.801434438,-12.1393403650402,-638.183482414447,-12.1393403650402,-638.183482414447,-8.1214812942,-639.6357418028,-21.6703897213,-669.8928289008,-3.9473468677,-644.9816838904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
779.499534305,-10.8747491511,-639.701411353,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-4.3458890075,-641.913131223,-12.6138591332278,-639.360951801039,-12.6138591332278,-639.360951801039,-8.3789496763,-640.4423026132,-21.6703897213,-669.8928289008,-3.9473468677,-644.9816838904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
780.468011937,-11.222077738,-640.605464326,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-4.7755381017,-643.024828008,-12.6138591332278,-639.360951801039,-12.6138591332278,-639.360951801039,-8.6839104394,-641.2054891062,-21.6703897213,-669.8928289008,-3.9473468677,-644.9816838904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
781.445205929,-11.5920899576,-641.509897328,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-5.205187196,-644.136524793,-13.0883779014153,-640.53842118763,-13.0883779014153,-640.53842118763,-9.2139139678,-642.2944884694,-21.6703897213,-669.8928289008,-3.9473468677,-644.9816838904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
782.417897398,-11.9694387523,-642.406410898,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-5.7007968647,-645.2228930863,-13.5628966696029,-641.715890574222,-13.5628966696029,-641.715890574222,-9.5802524823,-643.013485061,-21.6703897213,-669.8928289008,-3.9473468677,-644.9816838904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
783.39392228,-12.3665593901,-643.29799363,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-6.1964065334,-646.3092613796,-14.0374154377905,-642.893359960813,-14.0374154377905,-642.893359960813,-10.1482146249,-644.0910118132,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
784.369637647,-12.7789937438,-644.18225512,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-6.6920162021,-647.3956296729,-14.5119342059781,-644.070829347405,-14.5119342059781,-644.070829347405,-10.5284280305,-644.821374928,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
785.347633949,-13.2017541312,-645.064156714,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-6.6920162021,-647.3956296729,-14.5119342059781,-644.070829347405,-14.5119342059781,-644.070829347405,-11.0696422749,-645.9429248015,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
786.32443277,-13.6255807662,-645.944217462,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-7.1876258708,-648.4819979662,-14.9864529741657,-645.248298733996,-14.9864529741657,-645.248298733996,-11.4235001204,-646.6977023189,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
787.298950895,-14.0549012208,-646.819071462,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-7.6832355395,-649.5683662595,-15.5858353861864,-646.307241189925,-15.5858353861864,-646.307241189925,-11.7908681858,-647.4428756807,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
788.279776044,-14.4926771499,-647.696778822,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-8.7968955394,-651.6697742262,-16.1852177982072,-647.366183645854,-16.1852177982072,-647.366183645854,-12.3821764885,-648.5451230379,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
789.258413123,-14.9447992294,-648.564716699,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-8.7968955394,-651.6697742262,-16.1852177982072,-647.366183645854,-16.1852177982072,-647.366183645854,-12.7823478075,-649.2783125759,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
790.239062759,-15.4137642378,-649.425963196,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-9.4149458706,-652.6848138996,-16.7846002102279,-648.425126101784,-16.7846002102279,-648.425126101784,-13.4366859412,-650.3659248253,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
791.21193257,-15.8784091749,-650.280703362,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-10.0329962018,-653.6998535729,-17.3839826222487,-649.484068557713,-17.3839826222487,-649.484068557713,-13.8342681898,-651.1063258859,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
792.196595492,-16.3740800143,-651.131509738,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-10.651046533,-654.7148932462,-17.9833650342694,-650.543011013642,-17.9833650342694,-650.543011013642,-14.2700721124,-651.8349086885,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
793.172034614,-16.8837456093,-651.963208279,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-11.2690968642,-655.7299329196,-18.5827474462902,-651.601953469571,-18.5827474462902,-651.601953469571,-14.9693485536,-652.9028557906,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
794.151681001,-17.405606956,-652.79228474,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-11.8871471954,-656.7449725929,-18.5827474462902,-651.601953469571,-18.5827474462902,-651.601953469571,-15.4020564625,-653.6341807,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
795.134570442,-17.9412399506,-653.616401811,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-11.8871471954,-656.7449725929,-19.3656077161928,-652.547181309427,-19.3656077161928,-652.547181309427,-16.0870110666,-654.6972586373,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
796.113071865,-18.4900928844,-654.426479273,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-13.3010918678,-658.7307525042,-20.1484679860954,-653.492409149282,-20.1484679860954,-653.492409149282,-16.5671976252,-655.3900144953,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
797.085785307,-19.0500110408,-655.221880491,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-14.096986209,-659.7014927421,-20.9313282559981,-654.437636989137,-20.9313282559981,-654.437636989137,-17.0529351367,-656.0679702351,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
798.06170946,-19.626555244,-656.009296984,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-14.8928805501,-660.6722329801,-20.9313282559981,-654.437636989137,-20.9313282559981,-654.437636989137,-17.7555666026,-657.1280549207,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
799.035742178,-20.2216883231,-656.780371789,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-14.8928805501,-660.6722329801,-21.7141885259007,-655.382864828993,-21.7141885259007,-655.382864828993,-18.2498990983,-657.8146608403,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
799.99543904,-20.8256646205,-657.526180543,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-15.6887748913,-661.642973218,-22.4970487958033,-656.328092668848,-22.4970487958033,-656.328092668848,-19.024769739,-658.8120279914,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
800.966637785,-21.452918952,-658.267651383,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-16.5896727516,-662.6253766873,-23.2799090657059,-657.273320508703,-23.2799090657059,-657.273320508703,-19.5460874912,-659.4735145414,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
801.940773727,-22.1012605277,-658.99469611,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-17.490570612,-663.6077801566,-23.2799090657059,-657.273320508703,-23.2799090657059,-657.273320508703,-20.34648665,-660.4517451673,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
802.912836322,-22.7707388547,-659.699468738,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-18.3914684723,-664.590183626,-24.2351122735666,-658.204023440685,-24.2351122735666,-658.204023440685,-20.8893619988,-661.097031476,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
803.891576604,-23.454804733,-660.399459034,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-18.3914684723,-664.590183626,-25.1903154814273,-659.134726372667,-25.1903154814273,-659.134726372667,-21.7233935256,-662.049583197,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
804.860475843,-24.1524119989,-661.071850169,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-19.2923663327,-665.5725870953,-25.1903154814273,-659.134726372667,-25.1903154814273,-659.134726372667,-22.3113317817,-662.662659131,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
805.837786073,-24.8745046696,-661.730422458,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-20.193264193,-666.5549905646,-26.145518689288,-660.065429304648,-26.145518689288,-660.065429304648,-22.9184877473,-663.2407642489,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
806.810654135,-25.6130669827,-662.363666467,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-21.5879635432,-667.8144043751,-27.1007218971486,-660.99613223663,-27.1007218971486,-660.99613223663,-23.876909004,-664.0481492442,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
807.791263952,-26.3607671167,-662.998126966,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-21.5879635432,-667.8144043751,-28.0559251050093,-661.926835168611,-28.0559251050093,-661.926835168611,-24.5172704674,-664.5891902997,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
808.764399217,-27.1132518612,-663.615183651,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-22.9826628934,-669.0738181856,-28.0559251050093,-661.926835168611,-28.0559251050093,-661.926835168611,-25.353021528,-665.5677111134,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
809.740507805,-27.8716164201,-664.229733218,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-22.9826628934,-669.0738181856,-29.0375466163171,-662.647559422986,-29.0375466163171,-662.647559422986,-26.0087759245,-666.0870576267,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
810.718368135,-28.6468344028,-664.825759984,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-24.0697769486,-670.2210644482,-30.0191681276249,-663.368283677361,-30.0191681276249,-663.368283677361,-26.9668947943,-666.906432075,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
811.69564317,-29.4333997002,-665.405744058,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-24.0697769486,-670.2210644482,-31.0007896389327,-664.089007931736,-31.0007896389327,-664.089007931736,-27.6498176016,-667.3951023091,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
812.670976096,-30.2290114774,-665.969903802,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-25.1568910037,-671.3683107108,-31.0007896389327,-664.089007931736,-31.0007896389327,-664.089007931736,-28.3720726037,-667.818479535,-21.6703897213,-669.8928289008,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
813.645781744,-31.0325170071,-666.521832163,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-25.1568910037,-671.3683107108,-31.9824111502405,-664.80973218611,-31.9824111502405,-664.80973218611,-29.4350949962,-668.4906130613,-46.7496668477,-682.7506677698,-21.6703897213,-669.8928289008,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
814.627463481,-31.8576272338,-667.053708225,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-25.1568910037,-671.3683107108,-32.9640326615483,-665.530456440485,-32.9640326615483,-665.530456440485,-30.1425446535,-668.9500038171,-46.7496668477,-682.7506677698,-14.85,-690.4154,-21.6703897213,-669.8928289008,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
815.601906015,-32.6821076886,-667.573102326,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-25.1568910037,-671.3683107108,-33.9456541728561,-666.25118069486,-33.9456541728561,-666.25118069486,-31.2166510535,-669.6116643358,-46.7496668477,-682.7506677698,-14.85,-690.4154,-21.6703897213,-669.8928289008,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
816.581127932,-33.5186742712,-668.082054108,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-25.1568910037,-671.3683107108,-33.9456541728561,-666.25118069486,-33.9456541728561,-666.25118069486,-31.9392388777,-670.035781176,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
817.557611976,-34.3640232804,-668.570834366,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-34.2684842916,-677.4469252952,-34.9914475928269,-666.798171706308,-34.9914475928269,-666.798171706308,-33.0463420108,-670.6335033755,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
818.53811332,-35.2239801688,-669.041851388,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-34.2684842916,-677.4469252952,-36.0372410127977,-667.345162717756,-36.0372410127977,-667.345162717756,-33.7110798029,-671.1589707704,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
819.51401283,-36.0773728061,-669.515244312,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-34.2684842916,-677.4469252952,-37.0830344327686,-667.892153729205,-37.0830344327686,-667.892153729205,-34.4823461132,-671.4885331146,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
820.488258977,-36.9407718555,-669.966573058,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-36.7903689817,-677.8161708901,-38.1288278527394,-668.439144740653,-38.1288278527394,-668.439144740653,-35.5998448638,-672.0276957764,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
821.46634758,-37.8144060094,-670.406369237,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-36.7903689817,-677.8161708901,-39.1746212727102,-668.986135752102,-39.1746212727102,-668.986135752102,-36.3328948132,-672.4250480548,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
822.443913677,-38.6959059609,-670.828972254,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-36.7903689817,-677.8161708901,-39.1746212727102,-668.986135752102,-39.1746212727102,-668.986135752102,-37.4654073256,-672.9491472132,-46.7496668477,-682.7506677698,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
823.424096457,-39.5846067343,-671.242456495,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-36.7903689817,-677.8161708901,-40.220414692681,-669.53312676355,-40.220414692681,-669.53312676355,-38.2195543273,-673.3040140557,-46.7496668477,-682.7506677698,-83.4858516399,-681.4476052205,-14.85,-690.4154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
824.400857671,-40.4739160045,-671.646426161,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-38.8755238787,-678.6486214701,-41.2662081126519,-670.080117774999,-41.2662081126519,-670.080117774999,-39.3751141599,-673.805906608,-46.7496668477,-682.7506677698,-83.4858516399,-681.4476052205,-54.0265914048,-690.2140134939,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
825.363291087,-41.3548388202,-672.034051076,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-38.8755238787,-678.6486214701,-42.4097851400394,-670.458972959813,-42.4097851400394,-670.458972959813,-40.132308174,-674.1605471432,-46.7496668477,-682.7506677698,-83.4858516399,-681.4476052205,-54.0265914048,-690.2140134939,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
826.338293471,-42.2592061873,-672.398398866,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-39.9708728592,-678.995315366,-42.4097851400394,-670.458972959813,-42.4097851400394,-670.458972959813,-41.2789763465,-674.6760293643,-46.7496668477,-682.7506677698,-83.4858516399,-681.4476052205,-54.0265914048,-690.2140134939,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
827.313903655,-43.1655115602,-672.759543993,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-41.0662218398,-679.342009262,-43.553362167427,-670.837828144628,-43.553362167427,-670.837828144628,-42.0591393961,-674.9845435107,-46.7496668477,-682.7506677698,-83.4858516399,-681.4476052205,-54.0265914048,-690.2140134939,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
828.292577766,-44.0829779052,-673.100217623,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-42.1615708203,-679.6887031579,-44.6969391948146,-671.216683329442,-44.6969391948146,-671.216683329442,-42.8429242495,-675.2857347083,-46.7496668477,-682.7506677698,-83.4858516399,-681.4476052205,-54.0265914048,-690.2140134939,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
829.267224257,-45.004583243,-673.417360152,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-43.2569198009,-680.0353970538,-45.8405162222022,-671.595538514257,-45.8405162222022,-671.595538514257,-44.0152011166,-675.7102367127,-46.7496668477,-682.7506677698,-83.4858516399,-681.4476052205,-54.0265914048,-690.2140134939,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
830.24493715,-45.9329748155,-673.723973244,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-44.3522687814,-680.3820909497,-46.9840932495898,-671.974393699071,-46.9840932495898,-671.974393699071,-44.8107410435,-675.9834073935,-46.7496668477,-682.7506677698,-83.4858516399,-681.4476052205,-54.0265914048,-690.2140134939,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
831.217963177,-46.8624679554,-674.011761627,0.0,0.0,5.5555555556,0.0,0.0,0.0,0.0,0.0,-44.3522687814,-680.3820909497,-46.9840932495898,-671.974393699071,-46.9840932495898,-671.974393699071,-46.0118508821,-676.360340549,-46.7496668477,-682.7506677698,-83.4858516399,-681.4476052205,-54.0265914048,-690.2140134939,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
